Title,Date Published,Reviews,Author(s),Genre,Type,Format
The Picture of Dorian Gray, 2013,14332,Oscar Wilde,Fantasy & Sci-fi,Fiction,Hardcover
The Raven Spell: A Novel (A Conspiracy of Magic), 2022,16091,Luanne G. Smith,Fantasy & Sci-fi,Non Fiction,Paperback
Infinite, 2021,16115,Brian Freeman,Fantasy & Sci-fi,Fiction,Audio CD
Dungeons & Dragons Starter Set, 2014,16027,Wizards RPG Team,Fantasy & Sci-fi,Non Fiction,Hardcover
Coraline, 2021,15924,Neil Gaiman,Fantasy & Sci-fi,Fiction,Paperback
American Gods: The Tenth Anniversary Edition: A Novel, 2011,15941,Neil Gaiman,Fantasy & Sci-fi,Non Fiction,Audio CD
Zodiac Academy 4: Shadow Princess, 2021,15702,Caroline Peckham,Fantasy & Sci-fi,Fiction,Hardcover
"One Second After (A John Matherson Novel, 1)", 2011,15669,William R. Forstchen,Fantasy & Sci-fi,Non Fiction,Paperback
The Silmarillion, 2014,15543,J.R.R. Tolkien,Fantasy & Sci-fi,Fiction,Audio CD
A Shadow in the Ember, 2021,15528,Jennifer L. Armentrout,Fantasy & Sci-fi,Non Fiction,Hardcover
Glint (The Plated Prisoner Series), 2021,15588,Raven Kennedy,Fantasy & Sci-fi,Fiction,Paperback
The Silmarillion, 1998,15543,J. R. R. Tolkien,Fantasy & Sci-fi,Non Fiction,Audio CD
Dracula (Chiltern Classic), 2020,15455,Bram Stoker,Fantasy & Sci-fi,Fiction,Hardcover
Elsewhere, 2021,15465,Dean Koontz,Fantasy & Sci-fi,Non Fiction,Paperback
Zodiac Academy 5: Cursed Fates, 2021,15455,Caroline Peckham,Fantasy & Sci-fi,Fiction,Audio CD
"Blood of Elves (The Witcher, 3)", 2022,15337,Andrzej Sapkowski,Fantasy & Sci-fi,Non Fiction,Hardcover
Red Rising, 2014,15103,Pierce Brown,Fantasy & Sci-fi,Fiction,Paperback
A Dance with Dragons: A Song of Ice and Fire: Book Five, 2013,17504,George R. R. Martin,Fantasy & Sci-fi,Non Fiction,Audio CD
An Echo in the Bone: A Novel (Outlander), 2011,17254,Diana Gabaldon,Fantasy & Sci-fi,Fiction,Hardcover
Dune Messiah: Deluxe Edition, 2023,17027,Frank Herbert,Fantasy & Sci-fi,Non Fiction,Paperback
"Constance (Constance, 1)", 2021,17072,Matthew FitzSimmons,Fantasy & Sci-fi,Fiction,Audio CD
"The Vine Witch (The Vine Witch, 1)", 2019,17143,Luanne G. Smith,Fantasy & Sci-fi,Non Fiction,Hardcover
"Shadow of Night (All Souls Trilogy, Bk 2) (All Souls Series)", 2013,17009,Deborah Harkness,Fantasy & Sci-fi,Fiction,Paperback
Foundation, 1991,16953,Isaac Asimov,Fantasy & Sci-fi,Non Fiction,Audio CD
The Ocean at the End of the Lane: A Novel, 2021,16877,Neil Gaiman,Fantasy & Sci-fi,Fiction,Hardcover
Gild (The Plated Prisoner Series), 2020,16788,Raven Kennedy,Fantasy & Sci-fi,Non Fiction,Paperback
"The Great Hunt (The Wheel of Time, Book 2) (Wheel of Time, 2)", 1990,16675,Robert Jordan,Fantasy & Sci-fi,Fiction,Audio CD
The Fiery Cross, 2001,16636,Diana Gabaldon,Fantasy & Sci-fi,Non Fiction,Hardcover
"Sword of Destiny: Illustrated Edition (The Witcher, 2)", 2022,16530,Andrzej Sapkowski,Fantasy & Sci-fi,Fiction,Paperback
Haunting Adeline, 2021,16456,H D Carlton,Fantasy & Sci-fi,Non Fiction,Audio CD
The Drums of Autumn, 1997,16335,Diana Gabaldon,Fantasy & Sci-fi,Fiction,Hardcover
Grown Ups: A Novel, 2021,16226,Marian Keyes,Fantasy & Sci-fi,Non Fiction,Paperback
Zodiac Academy 6: Fated Throne, 2022,16202,Caroline Peckham,Fantasy & Sci-fi,Fiction,Audio CD
Zodiac Academy 3: The Reckoning, 2021,19222,Caroline Peckham,Fantasy & Sci-fi,Non Fiction,Hardcover
The Never King (Vicious Lost Boys), 2022,19364,Nikki St Crowe,Fantasy & Sci-fi,Fiction,Paperback
Fire & Blood: 300 Years Before A Game of Thrones (The Targaryen Dynasty: The House of the Dragon), 2020,19115,George R. R. Martin,Fantasy & Sci-fi,Non Fiction,Audio CD
Peace Talks (Dresden Files), 2021,18822,Jim Butcher,Fantasy & Sci-fi,Fiction,Hardcover
Gleam (The Plated Prisoner), 2021,18718,Raven Kennedy,Fantasy & Sci-fi,Non Fiction,Paperback
"Ender's Game (The Ender Saga, 1)", 2021,18743,Orson Scott Card,Fantasy & Sci-fi,Fiction,Audio CD
Leviathan Wakes, 2011,18542,James S. A. Corey,Fantasy & Sci-fi,Non Fiction,Hardcover
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch (Cover may vary)", 2006,18175,Neil Gaiman,Fantasy & Sci-fi,Fiction,Paperback
Dawnshard: From The Stormlight Archive, 2022,17980,Brandon Sanderson,Fantasy & Sci-fi,Non Fiction,Audio CD
Wool, 2020,18039,Hugh Howey,Fantasy & Sci-fi,Fiction,Hardcover
"Tower of Dawn (Throne of Glass, 6)", 2023,18030,Sarah J. Maas,Fantasy & Sci-fi,Non Fiction,Paperback
Voyager: A Novel (Outlander) (Mass Market Paperback), 1994,17833,Diana Gabaldon,Fantasy & Sci-fi,Fiction,Audio CD
What the Wind Knows, 2019,17815,Amy Harmon,Fantasy & Sci-fi,Non Fiction,Hardcover
A Breath of Snow and Ashes (Outlander), 2005,17755,Diana Gabaldon,Fantasy & Sci-fi,Fiction,Paperback
The Three-Body Problem, 2016,17510,Cixin Liu,Fantasy & Sci-fi,Non Fiction,Audio CD
The Haunting of Brynn Wilder: A Novel, 2020,21487,Wendy Webb,Fantasy & Sci-fi,Fiction,Hardcover
"Empire of Storms (Throne of Glass, 5)", 2023,21274,Sarah J. Maas,Fantasy & Sci-fi,Non Fiction,Paperback
Dragonfly in Amber: A Novel (Outlander), 1993,21279,Diana Gabaldon,Fantasy & Sci-fi,Fiction,Audio CD
Zodiac Academy 2: Ruthless Fae, 2021,20769,Caroline Peckham,Fantasy & Sci-fi,Non Fiction,Hardcover
"Oathbringer: Book Three of the Stormlight Archive (The Stormlight Archive, 3)", 2018,20685,Brandon Sanderson,Fantasy & Sci-fi,Fiction,Paperback
A Ruin of Roses (Deliciously Dark Fairytales), 2021,20462,K.F. Breene,Fantasy & Sci-fi,Non Fiction,Audio CD
"All Systems Red: The Murderbot Diaries (The Murderbot Diaries, 1)", 2019,20605,Martha Wells,Fantasy & Sci-fi,Fiction,Hardcover
"A Touch of Darkness (Hades X Persephone, 1)", 2021,20478,Scarlett St. Clair,Fantasy & Sci-fi,Non Fiction,Paperback
"Leviathan Falls (The Expanse, 9)", 2021,20343,James S. A. Corey,Fantasy & Sci-fi,Fiction,Audio CD
The Book of Life: A Novel (All Souls Series), 2015,20215,Deborah Harkness,Fantasy & Sci-fi,Non Fiction,Hardcover
"The Becoming: The Dragon Heart Legacy, Book 2 (The Dragon Heart Legacy, 2)", 2022,19936,Nora Roberts,Fantasy & Sci-fi,Fiction,Paperback
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings, 2012,19770,J.R.R. Tolkien,Fantasy & Sci-fi,Non Fiction,Audio CD
"Abandoned in Death (In Death, 54)", 2022,19451,J. D. Robb,Fantasy & Sci-fi,Fiction,Hardcover
The Great Gatsby: The Original 1925 Edition (A F. Scott Fitzgerald Classic Novel), 2021,19415,F. Scott Fitzgerald,Fantasy & Sci-fi,Non Fiction,Paperback
"Heir of Fire (Throne of Glass, 3)", 2023,22996,Sarah J. Maas,Fantasy & Sci-fi,Fiction,Audio CD
"Words of Radiance: Book Two of the Stormlight Archive (The Stormlight Archive, 2)", 2017,22978,Brandon Sanderson,Fantasy & Sci-fi,Non Fiction,Hardcover
"Queen of Shadows (Throne of Glass, 4)", 2023,22925,Sarah J. Maas,Fantasy & Sci-fi,Fiction,Paperback
Zodiac Academy: The Awakening, 2021,22867,Caroline Peckham,Fantasy & Sci-fi,Non Fiction,Audio CD
Zodiac Academy: The Awakening, 2019,22867,Caroline Peckham,Fantasy & Sci-fi,Fiction,Hardcover
Mexican Gothic, 2021,22461,Silvia Moreno-Garcia,Fantasy & Sci-fi,Non Fiction,Paperback
Piranesi, 2021,22155,Susanna Clarke,Fantasy & Sci-fi,Fiction,Audio CD
Station Eleven, 2015,22011,Emily St. John Mandel,Fantasy & Sci-fi,Non Fiction,Hardcover
The Wise Man's Fear, 2013,21810,Patrick Rothfuss,Fantasy & Sci-fi,Fiction,Paperback
A Christmas Carol (Chiltern Classic), 2020,21654,Charles Dickens,Fantasy & Sci-fi,Non Fiction,Audio CD
The Other Emily, 2021,21720,Dean Koontz,Fantasy & Sci-fi,Fiction,Hardcover
The Night Circus, 2012,21694,Erin Morgenstern,Fantasy & Sci-fi,Non Fiction,Paperback
Dark Matter: A Novel, 2017,21601,Blake Crouch,Fantasy & Sci-fi,Fiction,Audio CD
The Name of the Wind, 2008,28012,Patrick Rothfuss,Fantasy & Sci-fi,Non Fiction,Hardcover
The Stand, 2012,28083,Stephen King,Fantasy & Sci-fi,Fiction,Paperback
"A Game of Thrones (A Song of Ice and Fire, Book 1)", 2002,27768,George R. R. Martin,Fantasy & Sci-fi,Non Fiction,Audio CD
"The Way of Kings: Book One of the Stormlight Archive (The Stormlight Archive, 1)", 2010,26907,Brandon Sanderson,Fantasy & Sci-fi,Fiction,Hardcover
"The Atlantis Gene: A Thriller (The Origin Mystery, Book 1)", 2013,25970,A.G. Riddle,Fantasy & Sci-fi,Non Fiction,Paperback
Fairy Tale, 2022,25778,Stephen King,Fantasy & Sci-fi,Fiction,Audio CD
"The Eye of the World: Book One of The Wheel of Time (Wheel of Time, 1)", 2021,25897,Robert Jordan,Fantasy & Sci-fi,Non Fiction,Hardcover
"The Awakening: The Dragon Heart Legacy, Book 1 (The Dragon Heart Legacy, 1)", 2021,24746,Nora Roberts,Fantasy & Sci-fi,Fiction,Paperback
"Crown of Midnight (Throne of Glass, 2)", 2023,24112,Sarah J. Maas,Fantasy & Sci-fi,Non Fiction,Audio CD
A Discovery of Witches (All Souls Series), 2011,24052,Deborah Harkness,Fantasy & Sci-fi,Fiction,Hardcover
Brave New World, 2006,23952,Aldous Huxley,Fantasy & Sci-fi,Non Fiction,Paperback
The Seven Day Switch: A Novel, 2021,23513,Kelly Harms,Fantasy & Sci-fi,Fiction,Audio CD
Battle Ground (Dresden Files), 2021,23495,Jim Butcher,Fantasy & Sci-fi,Non Fiction,Hardcover
"Spellbreaker (Spellbreaker, 1)", 2020,23291,Charlie N. Holmberg,Fantasy & Sci-fi,Fiction,Paperback
"Rhythm of War: Book Four of The Stormlight Archive (The Stormlight Archive, 4)", 2021,35517,Brandon Sanderson,Fantasy & Sci-fi,Non Fiction,Audio CD
Where the Forest Meets the Stars, 2019,35607,Glendy Vanderah,Fantasy & Sci-fi,Fiction,Hardcover
The Lost Apothecary: A Novel, 2021,35395,Sarah Penner,Fantasy & Sci-fi,Non Fiction,Paperback
The Institute: A Novel, 2020,34016,Stephen King,Fantasy & Sci-fi,Fiction,Audio CD
A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons, 2013,34072,George R. R. Martin,Fantasy & Sci-fi,Non Fiction,Hardcover
House of Sky and Breath (Crescent City), 2022,33549,Sarah J. Maas,Fantasy & Sci-fi,Fiction,Paperback
The Hobbit, 2012,33484,J. R. R. Tolkien,Fantasy & Sci-fi,Non Fiction,Audio CD
House in the Cerulean Sea, 2020,32494,TJ Klune,Fantasy & Sci-fi,Fiction,Hardcover
Fahrenheit 451, 2012,32414,Ray Bradbury,Fantasy & Sci-fi,Non Fiction,Paperback
"Throne of Glass (Throne of Glass, 1)", 2023,31976,Sarah J. Maas,Fantasy & Sci-fi,Fiction,Audio CD
"The Last Wish: Introducing the Witcher (The Witcher, 1)", 2022,31134,Andrzej Sapkowski,Fantasy & Sci-fi,Non Fiction,Hardcover
The Testaments: A Novel (The Handmaid's Tale), 2020,31201,Margaret Atwood,Fantasy & Sci-fi,Fiction,Paperback
Shadow and Bone: Book 1 Collector's Edition, 2020,29926,Leigh Bardugo,Fantasy & Sci-fi,Non Fiction,Audio CD
Written in My Own Heart's Blood: A Novel (Outlander), 2016,28998,Diana Gabaldon,Fantasy & Sci-fi,Fiction,Hardcover
A Day Like This: A Novel, 2021,28356,Kelley McNeil,Fantasy & Sci-fi,Non Fiction,Paperback
Quicksilver, 2022,28249,Dean Koontz,Fantasy & Sci-fi,Fiction,Audio CD
Harry Potter and the Prisoner of Azkaban (Harry Potter 3 Adult Edition), 2015,49375,J.K. Rowling,Fantasy & Sci-fi,Non Fiction,Hardcover
From Blood and Ash, 2021,46475,Jennifer L. Armentrout,Fantasy & Sci-fi,Fiction,Paperback
Ready Player One: A Novel, 2012,46543,Ernest Cline,Fantasy & Sci-fi,Non Fiction,Audio CD
Outlander, 1998,44845,Diana Gabaldon,Fantasy & Sci-fi,Fiction,Hardcover
Klara and the Sun: A novel (Vintage International), 2022,43127,Kazuo Ishiguro,Fantasy & Sci-fi,Non Fiction,Paperback
A Kingdom of Flesh and Fire, 2021,41245,Jennifer L. Armentrout,Fantasy & Sci-fi,Fiction,Audio CD
House of Earth and Blood (Crescent City), 2021,40866,Sarah J. Maas,Fantasy & Sci-fi,Non Fiction,Hardcover
Harry Potter & The Deathly Hallows, 2017,40009,J. K. Rowling,Fantasy & Sci-fi,Fiction,Paperback
Ready Player Two: A Novel, 2021,39582,Ernest Cline,Fantasy & Sci-fi,Non Fiction,Audio CD
Circe, 2020,39479,Madeline Miller,Fantasy & Sci-fi,Fiction,Hardcover
Animal Farm, 1990,38595,George Orwell,Fantasy & Sci-fi,Non Fiction,Paperback
The Crown of Gilded Bones: A Blood and Ash Novel, 2021,37745,Jennifer L. Armentrout,Fantasy & Sci-fi,Fiction,Audio CD
"A Court of Frost and Starlight (A Court of Thorns and Roses, 4)", 2020,37262,Sarah J. Maas,Fantasy & Sci-fi,Non Fiction,Hardcover
