Title,Date Published,Reviews,Author(s),Genre,Type,Format
"Everything We Keep: A Novel (Everything, 1)", 2016,16482,Kerry Lonsdale,Romance,Non Fiction,Audio CD
After (1) (The After Series), 2014,16446,Anna Todd,Romance,Fiction,Hardcover
The Drums of Autumn, 1997,16343,Diana Gabaldon,Romance,Non Fiction,Paperback
The Girl Who Lived: A Thrilling Suspense Novel, 2017,16361,Christopher Greyson,Romance,Fiction,Audio CD
Hideaway, 2021,16306,Nora Roberts,Romance,Non Fiction,Hardcover
One Day in December: A Novel, 2018,16389,Josie Silver,Romance,Fiction,Paperback
Grown Ups: A Novel, 2021,16230,Marian Keyes,Romance,Non Fiction,Audio CD
The Irish Cottage: Finding Elizabeth (The Irish Heart Series), 2016,16229,Juliet Gauvin,Romance,Fiction,Hardcover
Zodiac Academy 6: Fated Throne, 2022,16231,Caroline Peckham,Romance,Non Fiction,Paperback
The Mixtape, 2021,16093,Brittainy Cherry,Romance,Fiction,Audio CD
So Not Meant To Be, 2022,16014,Meghan Quinn,Romance,Non Fiction,Hardcover
The Maddest Obsession (Made), 2019,15975,Danielle Lori,Romance,Fiction,Paperback
Mr Masters (Mr Series), 2018,15982,T L Swan,Romance,Non Fiction,Audio CD
The Reunion, 2022,15900,Meghan Quinn,Romance,Fiction,Hardcover
The Second Mrs. Astor: A Heartbreaking Historical Novel of the Titanic, 2021,15886,Shana Abe,Romance,Non Fiction,Paperback
Never Look Back, 2020,15896,Mary Burton,Romance,Fiction,Audio CD
"The Vine Witch (The Vine Witch, 1)", 2019,17147,Luanne G. Smith,Romance,Non Fiction,Hardcover
"Shadow of Night (All Souls Trilogy, Bk 2) (All Souls Series)", 2013,17011,Deborah Harkness,Romance,Fiction,Paperback
Looking for Alaska, 2006,17127,John Green,Romance,Non Fiction,Audio CD
Small Pleasures: Longlisted for the Women's Prize for Fiction 2021, 2021,16967,Clare Chambers,Romance,Fiction,Hardcover
Hidden in Plain Sight (William Warwick Novels), 2021,16907,Jeffrey Archer,Romance,Non Fiction,Paperback
Every Breath, 2018,16905,Nicholas Sparks,Romance,Fiction,Audio CD
Love and Other Words, 2018,16904,Christina Lauren,Romance,Non Fiction,Hardcover
Archer's Voice, 2018,16771,Mia Sheridan,Romance,Fiction,Paperback
The Restaurant, 2020,16879,Pamela M. Kelley,Romance,Non Fiction,Audio CD
The Art of Inheriting Secrets: A Novel, 2018,16869,Barbara O'Neal,Romance,Fiction,Hardcover
Gild (The Plated Prisoner Series), 2020,16818,Raven Kennedy,Romance,Non Fiction,Paperback
"Say You're Sorry (Morgan Dane, 1)", 2017,16668,Melinda Leigh,Romance,Fiction,Audio CD
Haunting Adeline (Cat and Mouse Duet), 2021,16542,H. D. Carlton,Romance,Non Fiction,Hardcover
Say You Swear, 2022,16637,Meagan Brandy,Romance,Fiction,Paperback
The Fiery Cross, 2001,16637,Diana Gabaldon,Romance,Non Fiction,Audio CD
The Wedding Game, 2021,16501,Meghan Quinn,Romance,Fiction,Hardcover
What the Wind Knows, 2019,17819,Amy Harmon,Romance,Non Fiction,Paperback
A Breath of Snow and Ashes (Outlander), 2005,17758,Diana Gabaldon,Romance,Fiction,Audio CD
Sorrow and Bliss: Shortlisted for the Women’s Prize for Fiction 2022, 2022,17716,Meg Mason,Romance,Non Fiction,Hardcover
After You: A Novel (Me Before You Trilogy), 2016,17714,Jojo Moyes,Romance,Fiction,Paperback
Beyond the Moonlit Sea: A Novel, 2022,17600,Julianne MacLean,Romance,Non Fiction,Audio CD
Brutal Prince: An Enemies To Lovers Mafia Romance (Brutal Birthright), 2020,17504,Sophie Lark,Romance,Fiction,Hardcover
"Darker: Fifty Shades Darker as Told by Christian (Fifty Shades Of Grey Series, 5)", 2017,17572,E L James,Romance,Non Fiction,Paperback
The Nantucket Inn (Beach Plum Cove), 2019,17475,Pamela M Kelley,Romance,Fiction,Audio CD
The Girl in Cabin 13 (Emma Griffin® FBI Mystery), 2020,17353,A.J. Rivers,Romance,Non Fiction,Hardcover
The Ladies' Room, 2012,17348,Carolyn Brown,Romance,Fiction,Paperback
"The Last Sister (Columbia River, 1)", 2020,17394,Kendra Elliot,Romance,Non Fiction,Audio CD
The Sun Sister: A Novel (The Seven Sisters), 2021,17207,Lucinda Riley,Romance,Fiction,Hardcover
An Echo in the Bone: A Novel (Outlander), 2011,17262,Diana Gabaldon,Romance,Non Fiction,Paperback
The Last Correspondent, 2020,17059,Soraya M. Lane,Romance,Fiction,Audio CD
Exodus (The Ravenhood), 2020,17012,Kate Stewart,Romance,Non Fiction,Hardcover
"The Fine Print Special Edition (Dreamland Billionaires, 1)", 2021,19000,Lauren Asher,Romance,Fiction,Paperback
Rescue, 2021,18965,Nicholas Sparks,Romance,Non Fiction,Audio CD
The Lost Girls of Devon, 2020,18734,Barbara O'Neal,Romance,Fiction,Hardcover
The Candid Life of Meena Dave, 2022,18638,Namrata Patel,Romance,Non Fiction,Paperback
Gleam (The Plated Prisoner Series), 2021,18748,Raven Kennedy,Romance,Fiction,Audio CD
"On the Way to the Wedding: Bridgerton (Bridgertons, 8)", 2021,18679,Julia Quinn,Romance,Non Fiction,Hardcover
Flock (The Ravenhood), 2020,18565,Kate Stewart,Romance,Fiction,Paperback
Fly Away, 2014,18449,Kristin Hannah,Romance,Non Fiction,Audio CD
"Hook, Line, and Sinker: A Novel", 2022,18409,Tessa Bailey,Romance,Fiction,Hardcover
"Crave (Crave, 1)", 2020,18409,Tracy Wolff,Romance,Non Fiction,Paperback
The Last Letter from Your Lover: A Novel, 2012,18306,Jojo Moyes,Romance,Fiction,Audio CD
"Tower of Dawn (Throne of Glass, 6)", 2023,18048,Sarah J. Maas,Romance,Non Fiction,Hardcover
An Ordinary Life, 2021,18074,Amanda Prowse,Romance,Fiction,Paperback
Twisted Twenty-Six (Stephanie Plum), 2020,17925,Janet Evanovich,Romance,Non Fiction,Audio CD
Voyager: A Novel (Outlander) (Mass Market Paperback), 1994,17834,Diana Gabaldon,Romance,Fiction,Hardcover
"It's in His Kiss: Bridgerton (Bridgertons, 7)", 2021,20094,Julia Quinn,Romance,Non Fiction,Paperback
Ignite: A Grumpy Single Dad Romance (Cloverleigh Farms Next Generation), 2021,19946,Melanie Harlow,Romance,Fiction,Audio CD
"The Becoming: The Dragon Heart Legacy, Book 2 (The Dragon Heart Legacy, 2)", 2022,19973,Nora Roberts,Romance,Non Fiction,Hardcover
The Hope Chest, 2021,19851,Carolyn Brown,Romance,Fiction,Paperback
Roommaid: A Novel, 2020,19945,Sariah Wilson,Romance,Non Fiction,Audio CD
Dead Against Her (Bree Taggert), 2022,19579,Melinda Leigh,Romance,Fiction,Hardcover
The Never King (Vicious Lost Boys), 2022,19397,Nikki St. Crowe,Romance,Non Fiction,Paperback
One Arranged Murder, 2020,19542,Chetan Bhagat,Romance,Fiction,Audio CD
"Abandoned in Death (In Death, 54)", 2022,19464,J. D. Robb,Romance,Non Fiction,Hardcover
The Great Gatsby: The Original 1925 Edition (A F. Scott Fitzgerald Classic Novel), 2021,19420,F. Scott Fitzgerald,Romance,Fiction,Paperback
The Passing Storm: A Novel, 2021,19407,Christine Nolfi,Romance,Non Fiction,Audio CD
"Freed: Fifty Shades Freed as Told by Christian (Fifty Shades of Grey Series, 6)", 2021,19316,E L James,Romance,Fiction,Hardcover
Zodiac Academy 3: The Reckoning, 2021,19251,Caroline Peckham,Romance,Non Fiction,Paperback
I Thought You Said This Would Work: A Novel, 2021,19268,Ann Garvin,Romance,Fiction,Audio CD
The Paid Bridesmaid: A Novel, 2022,19038,Sariah Wilson,Romance,Non Fiction,Hardcover
The Secret Stealers: A Novel, 2021,20971,Jane Healey,Romance,Fiction,Paperback
Zodiac Academy 2: Ruthless Fae, 2021,20800,Caroline Peckham,Romance,Non Fiction,Audio CD
The Girls in the Attic, 2021,20939,Marius Gabriel,Romance,Fiction,Hardcover
Call Me by Your Name: A Novel, 2017,20878,André Aciman,Romance,Non Fiction,Paperback
The Beekeeper's Promise, 2018,20658,Fiona Valpy,Romance,Fiction,Audio CD
"Forgotten in Death: An Eve Dallas Novel (In Death, 53)", 2021,20706,J. D. Robb,Romance,Non Fiction,Hardcover
A Ruin of Roses (Deliciously Dark Fairytales), 2021,20489,K.F. Breene,Romance,Fiction,Paperback
"A Touch of Darkness (Hades X Persephone, 1)", 2021,20489,Scarlett St. Clair,Romance,Non Fiction,Audio CD
Praise (Salacious Players' Club), 2022,20448,Sara Cate,Romance,Fiction,Hardcover
The Book of Lost Names: The novel Heather Morris calls 'a truly beautiful story', 2021,20372,Kristin Harmel,Romance,Non Fiction,Paperback
"Faithless in Death: An Eve Dallas Novel (In Death, 52)", 2021,20178,J. D. Robb,Romance,Fiction,Audio CD
The Book of Life: A Novel (All Souls Series), 2015,20218,Deborah Harkness,Romance,Non Fiction,Hardcover
The Wall of Winnipeg and Me, 2016,20186,Mariana Zapata,Romance,Fiction,Paperback
Confess: A Novel, 2015,20264,Colleen Hoover,Romance,Non Fiction,Audio CD
"Twisted Love (Twisted, 1)", 2022,20233,Ana Huang,Romance,Fiction,Hardcover
Tripwire (A Jack Reacher Novel), 2011,20177,Lee Child,Romance,Non Fiction,Paperback
Twilight, 2005,22507,Stephenie Meyer,Romance,Fiction,Audio CD
Mexican Gothic, 2021,22466,Silvia Moreno-Garcia,Romance,Non Fiction,Hardcover
By a Thread: A Grumpy Boss Romantic Comedy, 2020,22312,Lucy Score,Romance,Fiction,Paperback
Corrupt (Devil's Night), 2015,21976,Penelope Douglas,Romance,Non Fiction,Audio CD
She's Up to No Good: A Novel, 2022,21897,Sara Goodman Confino,Romance,Fiction,Hardcover
The Night Circus, 2012,21707,Erin Morgenstern,Romance,Non Fiction,Paperback
"Shadows in Death: An Eve Dallas Novel (In Death, 51)", 2020,21662,J. D. Robb,Romance,Fiction,Audio CD
The Haunting of Brynn Wilder: A Novel, 2020,21495,Wendy Webb,Romance,Non Fiction,Hardcover
"Cross Her Heart (Bree Taggert, 1)", 2020,21466,Melinda Leigh,Romance,Fiction,Paperback
All Your Perfects: A Novel, 2018,21499,Colleen Hoover,Romance,Non Fiction,Audio CD
The Do-Over (The Miles High Club), 2022,21351,T L Swan,Romance,Fiction,Hardcover
"Empire of Storms (Throne of Glass, 5)", 2023,21297,Sarah J. Maas,Romance,Non Fiction,Paperback
Dragonfly in Amber: A Novel (Outlander), 1993,21284,Diana Gabaldon,Romance,Fiction,Audio CD
Wuthering Heights (Penguin Classics), 2002,21241,Emily Brontë,Romance,Non Fiction,Hardcover
"Drown Her Sorrows (Bree Taggert, 3)", 2021,21271,Melinda Leigh,Romance,Fiction,Paperback
Legacy, 2022,21105,Nora Roberts,Romance,Non Fiction,Audio CD
"When He Was Wicked: Bridgerton (Bridgertons, 6)", 2021,23602,Julia Quinn,Romance,Fiction,Hardcover
The Shack: Where Tragedy Confronts Eternity, 2008,23524,William P. Young,Romance,Non Fiction,Paperback
The Seven Day Switch: A Novel, 2021,23515,Kelly Harms,Romance,Fiction,Audio CD
Every Summer After, 2022,23356,Carley Fortune,Romance,Non Fiction,Hardcover
"Spellbreaker (Spellbreaker, 1)", 2020,23298,Charlie N. Holmberg,Romance,Fiction,Paperback
Hadley and Grace: A Novel, 2021,23294,Suzanne Redfearn,Romance,Non Fiction,Audio CD
Write My Name Across the Sky: A Novel, 2021,23260,Barbara O'Neal,Romance,Fiction,Hardcover
"Heir of Fire (Throne of Glass, 3)", 2023,23020,Sarah J. Maas,Romance,Non Fiction,Paperback
"Queen of Shadows (Throne of Glass, 4)", 2023,22952,Sarah J. Maas,Romance,Fiction,Audio CD
"Kingdom of Ash (Throne of Glass, 7)", 2023,23070,Sarah J. Maas,Romance,Non Fiction,Hardcover
Zodiac Academy: The Awakening, 2021,22898,Caroline Peckham,Romance,Fiction,Paperback
"See Her Die (Bree Taggert, 2)", 2020,22712,Melinda Leigh,Romance,Non Fiction,Audio CD
Switch, 2020,22553,Beth O'Leary,Romance,Fiction,Hardcover
Redeeming Love, 2005,22453,Francine Rivers,Romance,Non Fiction,Paperback
The Skylark's Secret, 2020,25716,Fiona Valpy,Romance,Fiction,Audio CD
The Singing Trees: A Novel, 2021,25421,Boo Walker,Romance,Non Fiction,Hardcover
The Keeper of Stories, 2023,25447,Sally Page,Romance,Fiction,Paperback
28 Summers, 2021,25410,Elin Hilderbrand,Romance,Non Fiction,Audio CD
The Last Mrs. Parrish: A Novel, 2018,24906,Liv Constantine,Romance,Fiction,Hardcover
"The Awakening: The Dragon Heart Legacy, Book 1 (The Dragon Heart Legacy, 1)", 2021,24781,Nora Roberts,Romance,Non Fiction,Paperback
Den of Vipers, 2020,24651,K.A Knight,Romance,Fiction,Audio CD
The Sweetest Oblivion (Made), 2018,24491,Danielle Lori,Romance,Non Fiction,Hardcover
Credence, 2020,24480,Penelope Douglas,Romance,Fiction,Paperback
The War of Two Queens (Blood And Ash Series), 2022,24178,Jennifer L. Armentrout,Romance,Non Fiction,Audio CD
"Right Behind Her (Bree Taggert, 4)", 2021,24059,Melinda Leigh,Romance,Fiction,Hardcover
"Crown of Midnight (Throne of Glass, 2)", 2023,24132,Sarah J. Maas,Romance,Non Fiction,Paperback
A Discovery of Witches (All Souls Series), 2011,24061,Deborah Harkness,Romance,Fiction,Audio CD
"Hooked: A Dark, Contemporary Romance (Never After Series)", 2021,23615,Emily McIntire,Romance,Non Fiction,Hardcover
The Rosie Project: A Novel, 2014,23727,Graeme Simsion,Romance,Fiction,Paperback
"Offer from a Gentleman, An: Bridgerton (Bridgertons, 3)", 2021,30750,Julia Quinn,Romance,Non Fiction,Audio CD
Hopeless, 2013,29786,Colleen Hoover,Romance,Fiction,Hardcover
Written in My Own Heart's Blood (Outlander), 2014,29000,Diana Gabaldon,Romance,Non Fiction,Paperback
The Spanish Love Deception: A Novel, 2022,28952,Elena Armas,Romance,Fiction,Audio CD
The Searcher: The mesmerising new mystery from the Sunday Times bestselling author, 2021,28893,Tana French,Romance,Non Fiction,Hardcover
A Not So Meet Cute, 2021,28517,Meghan Quinn,Romance,Fiction,Paperback
The Hating Game: A Novel, 2016,28648,Sally Thorne,Romance,Non Fiction,Audio CD
Flatshare, 2021,28513,Beth O'Leary,Romance,Fiction,Hardcover
A Day Like This: A Novel, 2021,28366,Kelley McNeil,Romance,Non Fiction,Paperback
Craving (1) (Steel Brothers Saga), 2016,27968,Helen Hardt,Romance,Fiction,Audio CD
It Happened One Summer: A Novel, 2021,28069,Tessa Bailey,Romance,Non Fiction,Hardcover
"Red, White & Royal Blue: A Novel", 2019,27704,Casey McQuiston,Romance,Fiction,Paperback
The Missing Sister, 2021,27468,Lucinda Riley,Romance,Non Fiction,Audio CD
"To Sir Phillip, With Love: Bridgerton (Bridgertons, 5)", 2021,26246,Julia Quinn,Romance,Fiction,Hardcover
"The Atlantis Gene: A Thriller (The Origin Mystery, Book 1)", 2013,25975,A.G. Riddle,Romance,Non Fiction,Paperback
Honeysuckle Season, 2020,25808,Mary Ellen Taylor,Romance,Fiction,Audio CD
The Wish, 2022,36965,Nicholas Sparks,Romance,Non Fiction,Hardcover
Where the Forest Meets the Stars, 2019,35618,Glendy Vanderah,Romance,Fiction,Paperback
"The Stopover (The Miles High Club, 1)", 2019,35248,T L Swan,Romance,Non Fiction,Audio CD
"Romancing Mister Bridgerton: Bridgerton (Bridgertons, 4)", 2021,35454,Julia Quinn,Romance,Fiction,Hardcover
"Fifty Shades Darker 10th Anniversary Edition (Fifty Shades of Grey Series, 2)", 2022,33478,E L James,Romance,Non Fiction,Paperback
Punk 57, 2016,33032,Penelope Douglas,Romance,Fiction,Audio CD
The Unhoneymooners, 2019,33126,Christina Lauren,Romance,Non Fiction,Hardcover
"Fifty Shades Freed 10th Anniversary Edition (Fifty Shades of Grey Series, 3)", 2022,32559,E L James,Romance,Fiction,Paperback
"Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition) (Fifty Shades Of Grey Series, 3)", 2012,32559,E L James,Romance,Non Fiction,Audio CD
"The Takeover (The Miles High Club, 2)", 2020,32144,T L Swan,Romance,Fiction,Hardcover
"The Casanova (The Miles High Club, 3)", 2021,32282,T L Swan,Romance,Non Fiction,Paperback
"Throne of Glass (Throne of Glass, 1)", 2023,32002,Sarah J. Maas,Romance,Fiction,Audio CD
Birthday Girl, 2018,31627,Penelope Douglas,Romance,Non Fiction,Hardcover
The Storyteller of Casablanca, 2021,31714,Fiona Valpy,Romance,Fiction,Paperback
The Light Through the Leaves: A Novel, 2021,31803,Glendy Vanderah,Romance,Non Fiction,Audio CD
Pride and Prejudice (Chiltern Classic), 2018,31381,Jane Austen,Romance,Fiction,Hardcover
It Starts with Us: A Novel (It Ends with Us), 2022,45043,Colleen Hoover,Romance,Non Fiction,Paperback
Outlander, 1998,44850,Diana Gabaldon,Romance,Fiction,Audio CD
Beach Read, 2020,44649,Emily Henry,Romance,Non Fiction,Hardcover
The Brighter the Light, 2022,44304,Mary Ellen Taylor,Romance,Fiction,Paperback
November 9: A Novel, 2015,44061,Colleen Hoover,Romance,Non Fiction,Audio CD
"The Deal (Off-Campus, 1)", 2015,41782,Elle Kennedy,Romance,Fiction,Hardcover
A Kingdom of Flesh and Fire: A Blood and Ash Novel (Blood And Ash Series), 2020,41262,Jennifer L. Armentrout,Romance,Non Fiction,Paperback
The Return, 2021,40789,Nicholas Sparks,Romance,Fiction,Audio CD
House of Earth and Blood (Crescent City), 2021,40902,Sarah J. Maas,Romance,Non Fiction,Hardcover
Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed), 2012,38632,E L James,Romance,Fiction,Paperback
"The Viscount Who Loved Me: Bridgerton (Bridgertons, 2)", 2021,38304,Julia Quinn,Romance,Non Fiction,Audio CD
"Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades Of Grey Series, 4)", 2015,38058,E L James,Romance,Fiction,Hardcover
The Crown of Gilded Bones (Blood And Ash Series), 2021,37775,Jennifer L. Armentrout,Romance,Non Fiction,Paperback
In Five Years: A Novel, 2021,37441,Rebecca Serle,Romance,Fiction,Audio CD
"A Court of Frost and Starlight (A Court of Thorns and Roses, 4)", 2020,37304,Sarah J. Maas,Romance,Non Fiction,Hardcover
The Dressmaker's Gift, 2019,37325,Fiona Valpy,Romance,Fiction,Paperback
"A Court of Mist and Fury (A Court of Thorns and Roses, 2)", 2020,61077,Sarah J. Maas,Romance,Non Fiction,Audio CD
"Fifty Shades Of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series, 1)", 2012,60512,E L James,Romance,Fiction,Hardcover
Eleanor Oliphant Is Completely Fine: A Novel, 2018,60784,Gail Honeyman,Romance,Non Fiction,Paperback
Regretting You, 2019,60667,Colleen Hoover,Romance,Fiction,Audio CD
Heart Bones, 2020,59565,Colleen Hoover,Romance,Non Fiction,Hardcover
The Tattooist of Auschwitz: Young Adult edition - including new foreword and Q+A by the author: the heart-breaking and unforgettable international bestseller, 2019,56589,Heather Morris,Romance,Fiction,Paperback
Go Tell the Bees That I Am Gone: A Novel (Outlander), 2022,56654,Diana Gabaldon,Romance,Non Fiction,Audio CD
The Song of Achilles: A Novel, 2012,55626,Madeline Miller,Romance,Fiction,Hardcover
"A Court of Wings and Ruin (A Court of Thorns and Roses, 3)", 2020,55215,Sarah J. Maas,Romance,Non Fiction,Paperback
The Giver of Stars: A Novel, 2021,53986,Jojo Moyes,Romance,Fiction,Audio CD
The Love Hypothesis, 2021,51447,Ali Hazelwood,Romance,Non Fiction,Hardcover
Layla, 2020,49321,Colleen Hoover,Romance,Fiction,Paperback
People We Meet on Vacation, 2021,48704,Emily Henry,Romance,Non Fiction,Audio CD
Book Lovers, 2022,46599,Emily Henry,Romance,Fiction,Hardcover
From Blood and Ash, 2021,46504,Jennifer L. Armentrout,Romance,Non Fiction,Paperback
Bridgerton [TV Tie-in] (Bridgertons Book 1), 2020,45380,Julia Quinn,Romance,Fiction,Audio CD
